"period","censusdate","era","plot","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e"
55,1982-02-22,"a_pre_ba",2,"CE",1247.85787890452,940.689786305769,307.168092598751,0,0
55,1982-02-22,"a_pre_ba",3,"EE",365.142039889013,0,365.142039889013,0,0
55,1982-02-22,"a_pre_ba",4,"CC",1400.63893618309,1371.07282889789,29.5661072852007,0,0
55,1982-02-22,"a_pre_ba",8,"CE",669.469008473972,669.469008473972,0,0,0
55,1982-02-22,"a_pre_ba",11,"CC",895.514164848209,790.19315448845,105.321010359759,0,0
55,1982-02-22,"a_pre_ba",14,"CC",927.914461197073,872.09614423833,55.8183169587426,0,0
55,1982-02-22,"a_pre_ba",15,"EE",203.999299351266,0,203.999299351266,0,0
55,1982-02-22,"a_pre_ba",17,"CC",572.677670439876,444.809056934841,127.868613505035,0,0
55,1982-02-22,"a_pre_ba",19,"EE",278.770329816218,0,278.770329816218,0,0
55,1982-02-22,"a_pre_ba",22,"CE",799.292576694576,799.292576694576,0,0,0
56,1982-03-29,"a_pre_ba",2,"CE",961.687958614324,778.174188791748,183.513769822576,0,0
56,1982-03-29,"a_pre_ba",3,"EE",122.059174363989,0,122.059174363989,0,0
56,1982-03-29,"a_pre_ba",4,"CC",680.526126879749,658.712609300781,21.8135175789677,0,0
56,1982-03-29,"a_pre_ba",8,"CE",448.55489412625,448.55489412625,0,0,0
56,1982-03-29,"a_pre_ba",11,"CC",538.699522245363,538.699522245363,0,0,0
56,1982-03-29,"a_pre_ba",14,"CC",762.524790836954,704.724599375372,57.8001914615828,0,0
56,1982-03-29,"a_pre_ba",15,"EE",139.248619730967,0,139.248619730967,0,0
56,1982-03-29,"a_pre_ba",17,"CC",599.314273569511,466.060101444574,133.254172124938,0,0
56,1982-03-29,"a_pre_ba",19,"EE",264.776844167483,0,264.776844167483,0,0
56,1982-03-29,"a_pre_ba",22,"CE",223.261297500644,103.763161232581,119.498136268063,0,0
57,1982-04-28,"a_pre_ba",2,"CE",626.06721116554,626.06721116554,0,0,0
57,1982-04-28,"a_pre_ba",3,"EE",36.6858174724557,0,36.6858174724557,0,0
57,1982-04-28,"a_pre_ba",4,"CC",865.824628354186,865.824628354186,0,0,0
57,1982-04-28,"a_pre_ba",8,"CE",502.010783862473,477.523771730425,24.4870121320489,0,0
57,1982-04-28,"a_pre_ba",11,"CC",634.569458040323,589.049458040323,45.52,0,45.52
57,1982-04-28,"a_pre_ba",14,"CC",343.922764268422,314.356656983221,29.5661072852007,0,0
57,1982-04-28,"a_pre_ba",15,"EE",235.83920800469,0,235.83920800469,0,0
57,1982-04-28,"a_pre_ba",17,"CC",424.89734514502,311.74461451135,113.15273063367,0,0
57,1982-04-28,"a_pre_ba",19,"EE",162.071552414965,0,162.071552414965,0,0
57,1982-04-28,"a_pre_ba",22,"CE",1141.3486297776,1085.53031281886,55.8183169587426,0,0
58,1982-05-21,"a_pre_ba",2,"CE",498.519409447791,498.519409447791,0,0,0
58,1982-05-21,"a_pre_ba",3,"EE",84.2466756400061,0,84.2466756400061,0,0
58,1982-05-21,"a_pre_ba",4,"CC",274.128644466509,274.128644466509,0,0,0
